decision_key,category_key,icon,cost,fire_only_once,dlc_source
unite_hispaniola,hispaniola_category,generic_form_nation,,,
reunite_peru_bolivia,peru_bolivia_category,generic_form_nation,,,
unite_guiana,guianas_category,generic_form_nation,,,
PAR_flip_to_fascism,political_actions,generic_civil_support,35,,Trial of Allegiance
PAR_appoint_estigarribia_as_leader,political_actions,generic_civil_support,75,,Trial of Allegiance
JUNO_specialize_in_infantry_tanks,improving_our_army_category,GFX_decision_generic_tank,,,
JUNO_specialize_in_breakthrough_tanks,improving_our_army_category,GFX_decision_generic_tank,,,
JUNO_invite_japanese_army_advisors,improving_our_army_category,GFX_decision_generic_army_support,75,,
JUNO_invite_american_army_advisors,improving_our_army_category,GFX_decision_generic_army_support,75,,
JUNO_invite_soviet_army_advisors,improving_our_army_category,GFX_decision_generic_army_support,75,,
JUNO_invite_german_army_advisors,improving_our_army_category,GFX_decision_generic_army_support,75,,
JUNO_invite_italian_army_advisors,improving_our_army_category,GFX_decision_generic_army_support,75,,
JUNO_invite_british_army_advisors,improving_our_army_category,GFX_decision_generic_army_support,75,,
JUNO_invite_french_army_advisors,improving_our_army_category,GFX_decision_generic_army_support,75,,
JUNO_purchase_aircraft,improving_our_army_category,generic_air,50,,Trial of Allegiance
purchase_dreadnoughts_usa,south_american_naval_arms_race_category,GFX_decision_generic_naval,100,,
purchase_dreadnoughts_ENG,south_american_naval_arms_race_category,GFX_decision_generic_naval,100,,
purchase_dreadnoughts_FRA,south_american_naval_arms_race_category,GFX_decision_generic_naval,100,,
purchase_dreadnoughts_ITA,south_american_naval_arms_race_category,GFX_decision_generic_naval,100,,
purchase_dreadnoughts_GER,south_american_naval_arms_race_category,GFX_decision_generic_naval,100,,
purchase_dreadnoughts_JAP,south_american_naval_arms_race_category,GFX_decision_generic_naval,100,,
JUNO_invite_japanese_naval_advisors,south_american_naval_arms_race_category,GFX_decision_generic_army_support,50,,
JUNO_invite_american_navy_advisors,south_american_naval_arms_race_category,GFX_decision_generic_army_support,50,,
JUNO_invite_soviet_navy_advisors,south_american_naval_arms_race_category,GFX_decision_generic_army_support,50,,
JUNO_invite_german_navy_advisors,south_american_naval_arms_race_category,GFX_decision_generic_army_support,50,,
JUNO_invite_italian_navy_advisors,south_american_naval_arms_race_category,GFX_decision_generic_army_support,50,,
JUNO_invite_british_navy_advisors,south_american_naval_arms_race_category,GFX_decision_generic_army_support,50,,
JUNO_invite_french_navy_advisors,south_american_naval_arms_race_category,GFX_decision_generic_army_support,50,,
JUNO_promote_immigration_in_state_ITA,JUNO_promote_immigration_cat,GFX_decision_SWI_support_humanitarian_efforts,150,yes,
JUNO_promote_immigration_in_state_JAP,JUNO_promote_immigration_cat,GFX_decision_SWI_support_humanitarian_efforts,150,yes,
JUNO_promote_immigration_in_state_POR,JUNO_promote_immigration_cat,GFX_decision_SWI_support_humanitarian_efforts,150,yes,
JUNO_promote_immigration_in_state_GER,JUNO_promote_immigration_cat,GFX_decision_SWI_support_humanitarian_efforts,150,yes,
JUNO_promote_immigration_in_state_SPR,JUNO_promote_immigration_cat,GFX_decision_SWI_support_humanitarian_efforts,150,yes,
JUNO_promote_immigration_in_state_ENG,JUNO_promote_immigration_cat,GFX_decision_SWI_support_humanitarian_efforts,150,yes,
TOA_blockade_ven,political_actions,generic_naval,25,,
TUR_recall_ataturk_to_active_service,political_actions,generic_army_support,0,yes,Battle for the Bosporus
TUR_alter_the_royal_laws_of_succession,political_actions,eng_trade_unions_support,120,yes,
TUR_republicanism_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,25,,
TUR_secularism_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,50,,
TUR_populism_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,50,,
TUR_nationalism_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,75,,
TUR_etatism_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,75,,
TUR_reformism_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,75,,
TUR_revolutionism_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,75,,
TUR_liberalism_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,75,,
TUR_jihad_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,50,,
TUR_fidelity_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,75,,
TUR_absolutism_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,120,,
TUR_ultranationalism_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,100,,
TUR_socialism_decision,TUR_the_constitutional_arrows_category,tur_the_constitutional_arrows,75,,
TUR_open_the_nazilli_callico_factory,TUR_industrial_projects_category,generic_factory,,yes,
TUR_finance_the_bursa_merinos_factory,TUR_industrial_projects_category,generic_factory,,yes,
TUR_fund_the_gemlik_silk_factory,TUR_industrial_projects_category,generic_factory,,yes,
TUR_construct_the_zonguldak_coal_refinery,TUR_industrial_projects_category,generic_factory,,yes,
TUR_modernise_the_general_directorate_of_military_factories,TUR_industrial_projects_category,generic_factory,300,yes,
TUR_authorise_the_nuri_killigil_factory,TUR_industrial_projects_category,generic_factory,,yes,Arms Against Tyranny
TUR_sponsor_the_nuri_demirag_besiktas_aircraft_factory,TUR_industrial_projects_category,generic_factory,,yes,By Blood Alone
TUR_invest_in_malatya_cigarette_factory,TUR_industrial_projects_category,generic_factory,,yes,
TUR_bankroll_the_malatya_clothing_factory,TUR_industrial_projects_category,generic_factory,,yes,
TUR_subsidise_the_karabuk_iron_steel_factory,TUR_industrial_projects_category,generic_factory,,yes,
TUR_sponsor_petrol_olfisis_formation,TUR_industrial_projects_category,generic_construction,75,yes,
TUR_repeal_the_wealth_tax,economy_decisions,generic_political_rally,50,yes,
TUR_repeal_the_faith_tax,economy_decisions,generic_political_rally,50,yes,
TUR_abolish_etatism,economy_decisions,generic_break_treaty,100,yes,
TUR_absorb_the_tpda,economy_decisions,eng_trade_unions_support,120,yes,
TUR_pay_off_our_debts,economy_decisions,hol_exchange_intelligence_data,120,,
TUR_discuss_investment_possibilities_with_FROM,economy_decisions,generic_construction,75,,
ROOT_invest_in_turkish_state_building,economy_decisions,generic_construction,25,,
ROOT_invest_in_turkish_state_light_industry,economy_decisions,generic_construction,30,,
ROOT_invest_in_turkish_state_heavy_industry,economy_decisions,generic_construction,50,,
TUR_kurdish_resistance_escalation_mission,TUR_kurdish_state_management_category,tur_unifying_the_country,,,
TUR_counter_the_rebels_in_diyarbakir,TUR_kurdish_state_management_category,faction_tur_kurdish,,,
TUR_counter_the_rebels_in_erzurum,TUR_kurdish_state_management_category,faction_tur_kurdish,,,
TUR_counter_the_rebels_in_van,TUR_kurdish_state_management_category,faction_tur_kurdish,,,
TUR_counter_the_rebels_in_hakkari,TUR_kurdish_state_management_category,faction_tur_kurdish,,,
TUR_offer_conscription_exceptions_to_kurdish_groups,TUR_kurdish_state_management_category,generic_military,120,,
TUR_integrate_diyarbakir,TUR_kurdish_state_management_category,faction_tur_kurdish,200,,
TUR_integrate_hakkari,TUR_kurdish_state_management_category,faction_tur_kurdish,200,,
TUR_integrate_tunceli,TUR_kurdish_state_management_category,faction_tur_kurdish,200,,
TUR_integrate_van,TUR_kurdish_state_management_category,faction_tur_kurdish,200,,
TUR_counter_influence_of_fundamentalists_in_state,TUR_fundamentalist_state_management_category,gre_faction_management,100,,
TUR_hold_a_march_in_state,TUR_fundamentalist_state_management_category,oppression,150,,
TUR_empower_fundamentalists_in_state,TUR_fundamentalist_state_management_category,generic_political_rally,200,,
TUR_acquiesce_to_fundamentalists,TUR_fundamentalist_state_management_category,generic_political_discourse,200,,
TUR_root_out_kemalists_in_state,TUR_kemalist_state_management_category,generic_arrest,100,,
TUR_traditionalist_infiltration_mission,TUR_the_enemy_within,tur_unifying_the_country,,,
TUR_thwarting_traditionalist_infiltration,TUR_the_enemy_within,generic_assassination,,,
TUR_increase_influence_of_fundamentalists_in_state,TUR_the_enemy_within,eng_propaganda_campaigns,100,,
TUR_kemalist_infiltration_mission,TUR_the_enemy_within,tur_unifying_the_country,,,
TUR_thwarting_kemalist_infiltration,TUR_the_enemy_within,tur_unifying_the_country,,,
TUR_entrench_kemalism_in_state,TUR_the_enemy_within,hol_radio_oranje,100,,
TUR_modernize_our_tactics,TUR_reforming_our_armed_forces_category,generic_military,50,yes,
TUR_teach_the_proper_use_of_modern_infrastructure,TUR_reforming_our_armed_forces_category,generic_military,50,yes,
TUR_commence_an_overhaul_of_our_training_methods,TUR_reforming_our_armed_forces_category,generic_military,50,yes,
TUR_streamline_communication_methods_between_ships,TUR_reforming_our_armed_forces_category,generic_naval,50,yes,
TUR_put_new_safety_regulations_regarding_the_operation_of_aircraft_into_effect,TUR_reforming_our_armed_forces_category,generic_air,50,yes,
TUR_ataturk_health_worsening_crisis,TUR_the_fading_father_category,tur_the_constitutional_arrows,,,
TUR_seek_treatment_for_ataturk,TUR_the_fading_father_category,generic_research,,,
TUR_retire_ataturk,TUR_the_fading_father_category,eng_trade_unions_demand,,yes,
TUR_etatism_crisis_1,crisis,generic_political_rally,,,
TUR_etatism_crisis_2,crisis,generic_political_rally,,,
TUR_etatism_crisis_3,crisis,generic_political_rally,,,
TUR_etatism_crisis_4,crisis,generic_political_rally,,,
TUR_kurdish_pacification_debug_decision,category_faction_debug_decisions,faction_tur_kurdish,0,,
TUR_kurdish_agitation_debug_decision,category_faction_debug_decisions,faction_tur_kurdish,0,,
TUR_kurdish_integration_debug_decision,category_faction_debug_decisions,faction_tur_kurdish,0,,
TUR_kurdish_exemptions_debug_decision,category_faction_debug_decisions,faction_tur_kurdish,0,,
TUR_traditionalist_unrest_debug_decision,category_faction_debug_decisions,faction_tur_traditionalist,0,,
TUR_traditionalist_succor_debug_decision,category_faction_debug_decisions,faction_tur_traditionalist,0,,
TUR_kemalist_ideological_entrenchment_debug_decision,category_faction_debug_decisions,faction_tur_kemalist,0,,
TUR_kemalist_make_angry_debug_decision,category_faction_debug_decisions,faction_tur_kemalist,0,,
TUR_kemalist_make_happy_debug_decision,category_faction_debug_decisions,faction_tur_kemalist,0,,
TUR_kemalist_officers_loyal_debug_decision,category_faction_debug_decisions,faction_tur_kemalist,0,,
TUR_kemalist_officers_neutral_debug_decision,category_faction_debug_decisions,faction_tur_kemalist,0,,
TUR_kemalist_officers_disloyal_debug_decision,category_faction_debug_decisions,faction_tur_kemalist,0,,
TUR_kemalist_officers_empower_debug_decision,category_faction_debug_decisions,faction_tur_kemalist,0,,
TUR_kemalist_officers_depower_debug_decision,category_faction_debug_decisions,faction_tur_kemalist,0,,
USA_homeland_defense,war_measures,generic_prepare_civil_war,50,yes,
USA_raise_silver_legions,war_measures,generic_prepare_civil_war,10,,
USA_raise_the_free_corps,war_measures,generic_prepare_civil_war,0,yes,
USA_CSA_set_up_provisional_government,war_measures,,0,,
USA_CSA_set_up_provisional_government2,war_measures,,0,,
USA_CSA_set_up_provisional_government3,war_measures,,0,,
USA_order_weapons_in_USB,war_measures,generic_prepare_civil_war,25,,
USA_order_artillery_in_USB,war_measures,ger_military_buildup,50,,
USA_order_fighters_in_USB,war_measures,generic_air,50,,By Blood Alone
USA_order_bombers_in_USB,war_measures,generic_air,50,,By Blood Alone
USA_establish_personal_communication_with_former_naval_person,USA_aid_britain,generic_political_discourse,50,yes,
USA_battle_domestic_isolationism,USA_aid_britain,generic_civil_support,50,yes,
USA_emergency_arms_deliveries,USA_aid_britain,generic_prepare_civil_war,50,yes,
USA_arsenal_of_democracy_decision,USA_aid_britain,generic_industry,50,yes,
USA_support_the_anti_fascist_war,foreign_support,generic_industry,25,,
USA_guns_for_the_anti_fascist_war,foreign_support,generic_prepare_civil_war,25,,
USA_invite_donations_FROM,USA_foreign_support,ger_mefo_bills,25,,
USA_smuggle_weapons_FROM,USA_foreign_support,generic_prepare_civil_war,50,,
USA_training_camps_in_FROM,USA_foreign_support,generic_prepare_civil_war,75,,
USA_pilot_training_in_FROM,USA_foreign_support,generic_air,75,,
USA_fund_shipyards_FROM,USA_foreign_support,generic_construction,125,,
USA_celebrate_montgomery_convention_day,USA_honor_the_confederacy,generic_nationalism,25,yes,
USA_move_government_to_richmond,USA_honor_the_confederacy,generic_nationalism,25,yes,
USA_secure_state_rights,USA_honor_the_confederacy,generic_nationalism,75,yes,
USA_permit_confederate_flags,USA_honor_the_confederacy,generic_nationalism,75,yes,
USA_constitutional_convention,USA_honor_the_confederacy,eng_trade_unions_support,100,yes,
USA_communal_domain,economy_decisions,generic_operation,50,,
USA_guns_for_the_anti_bolshevist_war,foreign_politics,generic_prepare_civil_war,25,,
USA_form_defensive_alliance_north_american_dominion,foreign_politics,generic,25,yes,
USA_join_defensive_alliance_north_american_dominion,foreign_politics,generic,25,yes,
USA_join_the_unions,foreign_politics,infiltrate_state,,yes,
USA_execute_war_plan_green,USA_war_plans,generic_operation,,yes,
USA_execute_war_plan_red,USA_war_plans,generic_operation,,yes,
USA_execute_war_plan_silver,USA_war_plans,generic_operation,,yes,
USA_execute_war_plan_ruby,USA_war_plans,generic_operation,,yes,
USA_execute_war_plan_scarlet_garnet,USA_war_plans,generic_operation,,yes,
USA_execute_war_plan_orange,USA_war_plans,generic_operation,,yes,"No Compromise, No Surrender"
USA_execute_war_plan_yellow,USA_war_plans,generic_operation,,yes,
USA_execute_war_plan_crimson,USA_war_plans,generic_operation,,yes,
USA_execute_war_plan_gray,USA_war_plans,generic_operation,,yes,
USA_execute_war_plan_gold,USA_war_plans,generic_operation,,yes,
USA_execute_war_plan_black,USA_war_plans,generic_operation,,yes,
USA_execute_war_plan_white,USA_war_plans,generic_operation,,yes,
USA_request_mandate_against_FROM,USA_intervention_mandate,,50,,
USA_prepare_intervention_in_europe_against_FROM,USA_intervention_mandate,generic_prepare_civil_war,75,,
USA_prepare_intervention_in_asia_against_FROM,USA_intervention_mandate,generic_prepare_civil_war,75,,
USA_protest_anschluss,USA_intervention_mandate,eng_propaganda_campaigns,25,yes,
USA_protest_munich,USA_intervention_mandate,eng_propaganda_campaigns,25,yes,
USA_protest_molotov_ribbentrop,USA_intervention_mandate,eng_propaganda_campaigns,25,yes,
USA_protest_baltic_annexation,USA_intervention_mandate,eng_propaganda_campaigns,25,yes,
USA_protest_army_of_aggression,USA_intervention_mandate,eng_propaganda_campaigns,25,yes,
USA_protest_albania,USA_intervention_mandate,eng_propaganda_campaigns,25,yes,
USA_protest_yugoslavia,USA_intervention_mandate,eng_propaganda_campaigns,25,yes,
USA_protest_china,USA_intervention_mandate,eng_propaganda_campaigns,25,yes,
USA_protest_indochina,USA_intervention_mandate,eng_propaganda_campaigns,25,yes,
USA_protest_panay,USA_intervention_mandate,eng_propaganda_campaigns,25,yes,
USA_request_monroe_mandate_against_FROM,USA_intervention_mandate,,50,,
USA_demand_liberation,USA_intervention_mandate,,50,,
USA_freedom_for_Papua,USA_decolonisation,,25,yes,
USA_indonesian_liberation,USA_decolonisation,,25,yes,
USA_initiate_the_greenland_patrol,operations,generic_operation,50,yes,Arms Against Tyranny
HOL_offer_venezuelan_protection,VEN_abc_islands,decision_generic_nationalism,25,yes,
WLS_restore_y_wladfa_decision,political_actions,GFX_decision_generic_nationalism,75,,Trial of Allegiance
WLA_reclaim_the_old_homeland_decision,political_actions,GFX_decision_generic_nationalism,50,,Trial of Allegiance
WTT_border_conflict_initiate_incident,CHI_border_clashes,border_war,100,,
WTT_border_conflict_incident_warning_defender,CHI_border_clashes,border_war,,yes,
WTT_border_conflict_escalation_warning_defender,CHI_border_clashes,border_war,,yes,
WTT_escalate_incident_to_border_conflict,CHI_border_clashes,border_war,,yes,
WTT_border_conflict_time_until_cancelled,CHI_border_clashes,border_war,,yes,
WTT_border_conflict_escalate_conflict,CHI_border_clashes,decision_generic_ignite_civil_war,200,yes,
WTT_border_conflict_escalate_to_war,CHI_border_clashes,decision_generic_ignite_civil_war,150,yes,
WTT_border_conflict_back_out_of_conflict,CHI_border_clashes,,,yes,
WTT_national_leadership,CHI_political_power_struggle,generic_nationalism,0,,
WTT_build_support_in_fujian,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_zhejiang,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_shandong,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_jiangsu,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_chongqing,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_wuhan,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_nanjing,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_jiangxi,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_xikang,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_hunan,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_guizhou,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_sichuan,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_anhui,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_henan,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_beijing,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_shanghai,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_hebei,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_hubei,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_shanxi,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_suiyuan,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_shaanxi,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_gansu,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_qinghai,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_ningxia,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_taklamakan,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_urumqi,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_dzungaria,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_yarkand,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_yunnan,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_hainan,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_guangzhou,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_guangdong,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_nanning,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_build_support_in_guangxi,CHI_political_power_struggle,generic_political_discourse,0,,
WTT_seek_support_from_warlord,CHI_political_power_struggle,generic_civil_support,0,yes,
WTT_pay_for_support_from_warlord_PP,CHI_political_power_struggle,generic_civil_support,,yes,
WTT_pay_for_support_from_warlord_equipment,CHI_political_power_struggle,generic_civil_support,,yes,
WTT_pay_for_support_from_warlord_xp,CHI_political_power_struggle,generic_civil_support,,yes,
WTT_remove_opposition_in_fujian,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_zhejiang,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_shandong,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_jiangsu,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_jiangxi,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_xikang,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_hunan,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_guizhou,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_sichuan,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_anhui,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_henan,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_beijing,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_shanghai,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_hebei,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_hubei,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_shanxi,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_suiyuan,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_shaanxi,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_gansu,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_qinghai,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_ningxia,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_taklamakan,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_urumqi,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_dzungaria,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_yarkand,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_yunnan,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_hainan,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_guangzhou,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_guangdong,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_nanning,CHI_political_power_struggle,oppression,0,,
WTT_remove_opposition_in_guangxi,CHI_political_power_struggle,oppression,0,,
YUG_instigate_in_bulgaria,YUG_peasant_uprisings,decision_generic_nationalism,25,yes,
YUG_instigate_in_albania,YUG_peasant_uprisings,decision_generic_nationalism,25,yes,
YUG_instigate_in_greece,YUG_peasant_uprisings,decision_generic_nationalism,25,yes,
YUG_instigate_in_romania,YUG_peasant_uprisings,decision_generic_nationalism,25,yes,
YUG_instigate_in_hungary,YUG_peasant_uprisings,decision_generic_nationalism,25,yes,
YUG_instigate_in_turkey,YUG_peasant_uprisings,decision_generic_nationalism,25,yes,
YUG_propaganda_in_target,YUG_peasant_uprisings,decision_generic_nationalism,25,,
YUG_arm_communist_militants,YUG_peasant_uprisings,decision_generic_nationalism,25,,
YUG_communist_coup,YUG_peasant_uprisings,decision_generic_nationalism,50,,
YUG_abandon_communist_effort,YUG_peasant_uprisings,decision_generic_nationalism,0,,
YUG_ustasa_uprising,YUG_crush_ustasa,generic_ignite_civil_war,,yes,
YUG_ustasa_crushed_mission,YUG_crush_ustasa,generic_ignite_civil_war,,yes,
YUG_croat_concessions,YUG_delay_ustasa_uprising,eng_propaganda_campaigns,15,,
YUG_positive_discrimination_croat,YUG_delay_ustasa_uprising,eng_propaganda_campaigns,15,,
YUG_listening_posts_croatia,YUG_delay_ustasa_uprising,eng_propaganda_campaigns,15,,
YUG_croat_concessions_cooldown,YUG_delay_ustasa_uprising,generic_ignite_civil_war,,yes,
YUG_positive_discrimination_croat_cooldown,YUG_delay_ustasa_uprising,generic_ignite_civil_war,,yes,
YUG_listening_posts_cooldown,YUG_delay_ustasa_uprising,generic_ignite_civil_war,,yes,
YUG_raid_croat_villages,YUG_progress_crushing_decisions,eng_propaganda_campaigns,15,,
YUG_shut_down_recruitment_centers,YUG_progress_crushing_decisions,eng_propaganda_campaigns,15,,
YUG_arrest_ustasa_leaders,YUG_progress_crushing_decisions,eng_propaganda_campaigns,15,,
YUG_croatian_recruitment,YUG_progress_crushing_decisions,eng_propaganda_campaigns,15,,
YUG_croat_raid_cooldown,YUG_progress_crushing_decisions,generic_ignite_civil_war,,yes,
YUG_shut_down_recruitment_centers_cooldown,YUG_progress_crushing_decisions,generic_ignite_civil_war,,yes,
YUG_arrest_ustasa_leaders_cooldown,YUG_progress_crushing_decisions,generic_ignite_civil_war,,yes,
debug_show_decisions,debug_decisions,,,,
debug_hide_decisions,debug_decisions,,,,
debug_max_infleunce,debug_decisions,,,,
debug_calc_resources,debug_decisions,,,,
research_all_tank_techs_nsb,debug_decisions,generic_tank,,,
add_efficiency_growth_debug,debug_decisions,generic_research,0,,
remove_efficiency_growth_debug,debug_decisions,generic_research,0,,
decrease_efficiency_growth_debug,debug_decisions,generic_research,0,,
history_entry_debug,debug_decisions,generic_research,0,,
create_operative_debug,debug_decisions,generic_research,0,,
create_recruitable_operative_not_to_spy_master_debug,debug_decisions,generic_research,0,,
create_recruitable_operative_debug,debug_decisions,generic_research,0,,
FRA_capture_operative_debug,debug_decisions,,0,,
FRA_turn_operative_debug,debug_decisions,,0,,
harm_operative_debug,debug_decisions,,0,,
add_random_nationality,debug_decisions,,0,,
add_1_convoy,debug_decisions,,0,,
slot_machine,debug_decisions,,,,
decryption_tech_1,debug_decisions,,,,
decryption_tech_2,debug_decisions,,,,
decryption_tech_3,debug_decisions,,,,
encryption_tech_1,debug_decisions,,,,
encryption_tech_2,debug_decisions,,,,
encryption_tech_3,debug_decisions,,,,
plane_generator_test,debug_decisions,,,,
debug_clr_dreadnought_flags,debug_decisions,GFX_decision_generic_naval,0,,
unlock_supersonic_jet,debug_decisions,,,,
unlock_all_radars,debug_decisions,,,,
debug_gain_claimed_states,debug_decisions,,,,
request_reinstatement,governments_in_exile,generic_independence,10,,
grant_parliamentary_audience,governments_in_exile,eng_install_government,,,
lobby_for_parliamentary_support,governments_in_exile,eng_install_government,,,
public_support_for_from,governments_in_exile,eng_install_government,,,
exile_recruitment_campaign,governments_in_exile,eng_propaganda_campaigns,,,
exile_extraction_campaign,governments_in_exile,oppression,0,,
purge_infiltrators,governments_in_exile,generic_political_discourse,,,
expatriate_donations,governments_in_exile,ger_military_buildup,25,,
request_control_of_navy,governments_in_exile,generic_naval,25,yes,
weapons_for_the_resistance,category_exile_forces,generic_ignite_civil_war,50,,
unity_parade,category_exile_forces,generic_nationalism,50,yes,
joint_training_exercise,category_exile_forces,eng_blackshirt_march,0,,
targeted_race_for_the_bomb,political_actions,generic_research,,,
improved_worker_conditions,political_actions,generic_industry,100,,
dismantle_maginot,economy_decisions,generic_construction,50,yes,
restructure_supply_system,economy_decisions,GFX_decision_generic_construction,,yes,
seize_some_trains_woo,economy_decisions,GFX_decision_hol_draw_up_staff_plans,,,
war_propaganda,propaganda_efforts,generic_prepare_civil_war,150,,La Resistance
war_propaganda_casualties,propaganda_efforts,generic_prepare_civil_war,100,,
war_propaganda_convoys,propaganda_efforts,GFX_decision_generic_naval,100,,
war_propaganda_bombing,propaganda_efforts,GFX_decision_generic_air,100,,
war_propaganda_radio_industry,propaganda_efforts,generic_prepare_civil_war,75,yes,Trial of Allegiance
war_propaganda_film_industry,propaganda_efforts,generic_prepare_civil_war,100,yes,La Resistance
blow_suez_canal,operations,GFX_decision_generic_ignite_civil_war,75,,Waking the Tiger
blow_panama_canal,operations,GFX_decision_generic_ignite_civil_war,75,,Waking the Tiger
rebuild_suez_canal,special_projects,GFX_decision_generic_special_project,120,,
rebuild_panama_canal,special_projects,GFX_decision_generic_special_project,400,,
emergency_factory_conversion_defensive,war_measures,generic_industry,100,,
emergency_factory_conversion_offensive,war_measures,generic_industry,100,,
desperate_defense,war_measures,generic_prepare_civil_war,50,,
women_in_the_workforce,war_measures,generic_industry,100,,
war_bonds,war_measures,generic_industry,,,
diversify_special_forces,war_measures,GFX_decision_generic_military,50,yes,Arms Against Tyranny
object_to_attaches,foreign_politics,,50,,Waking the Tiger
infrastructure_building_slot,economy_decisions,generic_construction,100,,
war_building_slot,economy_decisions,generic_construction,50,,Man the Guns
CHI_close_burma_road,foreign_support,,0,,
CHI_reopen_burma_road,foreign_support,,0,,
CHI_close_ledo_road,foreign_support,,0,,
CHI_reopen_ledo_road,foreign_support,,0,,
CHI_close_the_hump,foreign_support,,0,,
CHI_reopen_the_hump,foreign_support,,0,,
CHI_close_hanoi_route,foreign_support,,0,,
