trait_token,owner_key,owner_type,trait_type,name,icon,special_trait_background,position_x,position_y,relative_position_id
PHI_mio_trait_ethanol_fuel_adaptations,JAP_yokosuka_naval_arsenal_organization,organization,add_trait,PHI_mio_trait_ethanol_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,9,0,
PHI_mio_trait_coconut_fuel_adaptations,JAP_yokosuka_naval_arsenal_organization,organization,add_trait,PHI_mio_trait_coconut_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,0,1,PHI_mio_trait_ethanol_fuel_adaptations
JAP_mio_trait_zaibatsu_production_capabilities_trait,JAP_kawasaki_dockyards_organization,organization,add_trait,JAP_mio_trait_zaibatsu_production_capabilities_trait,GFX_generic_mio_trait_icon_efficiency_gain,yes,1,0,generic_mio_trait_high_speed_raiding
JAP_mio_trait_strength_in_numbers,JAP_kawasaki_dockyards_organization,organization,add_trait,JAP_mio_trait_strength_in_numbers,GFX_generic_mio_department_icon_facilities,yes,2,0,generic_mio_trait_high_speed_raiding
generic_mio_trait_spotting_tops,JAP_kawasaki_dockyards_organization,organization,override_trait,,,,,,
generic_mio_trait_raiding_capital_ships,JAP_kawasaki_dockyards_organization,organization,override_trait,,GFX_generic_mio_trait_icon_surface_visibility,,,,
generic_mio_trait_long_range_engagement_ethos,JAP_kawasaki_dockyards_organization,organization,override_trait,,GFX_generic_mio_department_icon_ship_carrier_offense,,,,
generic_mio_trait_unescorted_raider_requirements,JAP_kawasaki_dockyards_organization,organization,override_trait,,GFX_generic_mio_trait_icon_max_strength,,,,
JAP_mio_trait_high_pressure_boilers,JAP_maizuru_naval_arsenal_organization,organization,add_trait,JAP_mio_trait_high_pressure_boilers,GFX_generic_mio_trait_icon_maximum_speed,yes,,,generic_mio_trait_high_speed_mine_hunting_equipment
JAP_mio_trait_torpedo_reloads,JAP_maizuru_naval_arsenal_organization,organization,add_trait,JAP_mio_trait_torpedo_reloads,GFX_generic_mio_trait_icon_torpedo_attack,yes,0,1,generic_mio_trait_fleet_escorts
JAP_mio_trait_type_94_fire_control,JAP_maizuru_naval_arsenal_organization,organization,add_trait,JAP_mio_trait_type_94_fire_control,GFX_generic_mio_trait_icon_anti_air_attack,yes,1,1,generic_mio_trait_high_speed_mine_hunting_equipment
JAP_mio_trait_naval_arsenal_trait,JAP_maizuru_naval_arsenal_organization,organization,add_trait,JAP_mio_trait_naval_arsenal_trait,GFX_generic_mio_trait_icon_production_capacity,yes,,,JAP_mio_trait_strength_in_numbers
JAP_mio_trait_strength_in_numbers,JAP_maizuru_naval_arsenal_organization,organization,add_trait,JAP_mio_trait_strength_in_numbers,GFX_generic_mio_department_icon_facilities,yes,3,0,generic_mio_trait_fleet_escorts
JAP_mio_trait_torpedo_reloads,JAP_sasebo_naval_arsenal_organization,organization,add_trait,JAP_mio_trait_torpedo_reloads,GFX_generic_mio_department_icon_ship_screen_ship_offense,yes,2,1,generic_mio_trait_raiding_submarines
JAP_mio_trait_type_97_torpedo_control_director,JAP_sasebo_naval_arsenal_organization,organization,add_trait,JAP_mio_trait_type_97_torpedo_control_director,GFX_generic_mio_trait_icon_torpedo_attack,yes,1,1,generic_mio_trait_high_quality_optics
JAP_mio_trait_naval_arsenal_trait,JAP_sasebo_naval_arsenal_organization,organization,add_trait,JAP_mio_trait_naval_arsenal_trait,GFX_generic_mio_trait_icon_production_capacity,yes,,,JAP_mio_trait_strength_in_numbers
JAP_mio_trait_strength_in_numbers,JAP_sasebo_naval_arsenal_organization,organization,add_trait,JAP_mio_trait_strength_in_numbers,GFX_generic_mio_department_icon_facilities,yes,2,0,generic_mio_trait_high_speed_raiding
JAP_mio_trait_special_government_contracts_mitsubishi_trait,JAP_mitsubishi_kobe_shipyard_organization,organization,add_trait,JAP_mio_trait_special_government_contracts_mitsubishi_trait,GFX_generic_mio_trait_icon_efficiency_cap,yes,2,0,generic_mio_trait_decalin_fueled_torpedo
JAP_mio_trait_zaibatsu_production_capabilities_trait,JAP_mitsubishi_kobe_shipyard_organization,organization,add_trait,JAP_mio_trait_zaibatsu_production_capabilities_trait,GFX_generic_mio_trait_icon_efficiency_gain,yes,3,0,generic_mio_trait_decalin_fueled_torpedo
JAP_mio_trait_strength_in_numbers,JAP_mitsubishi_kobe_shipyard_organization,organization,add_trait,JAP_mio_trait_strength_in_numbers,GFX_generic_mio_department_icon_facilities,yes,4,0,generic_mio_trait_decalin_fueled_torpedo
PHI_mio_trait_ethanol_fuel_adaptations,JAP_mitsubishi_kobe_shipyard_organization,organization,add_trait,PHI_mio_trait_ethanol_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,9,0,
PHI_mio_trait_coconut_fuel_adaptations,JAP_mitsubishi_kobe_shipyard_organization,organization,add_trait,PHI_mio_trait_coconut_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,0,1,PHI_mio_trait_ethanol_fuel_adaptations
JAP_mio_trait_zaibatsu_production_capabilities_trait,JAP_mitsubishi_organization,organization,add_trait,JAP_mio_trait_zaibatsu_production_capabilities_trait,GFX_generic_mio_trait_icon_efficiency_gain,yes,1,0,generic_mio_trait_minimum_weapon_requirements
JAP_mio_trait_special_government_contracts_mitsubishi_trait,JAP_mitsubishi_organization,organization,add_trait,JAP_mio_trait_special_government_contracts_mitsubishi_trait,GFX_generic_mio_trait_icon_efficiency_cap,yes,2,1,generic_mio_trait_minimum_weapon_requirements
JAP_mio_trait_unified_research_and_development,JAP_mitsubishi_organization,organization,add_trait,JAP_mio_trait_unified_research_and_development,GFX_generic_mio_department_icon_facilities,yes,2,0,generic_mio_trait_minimum_weapon_requirements
PHI_mio_trait_engine_filters,JAP_mitsubishi_organization,organization,add_trait,PHI_mio_trait_engine_filters,GFX_generic_mio_trait_icon_reliability,yes,1,1,generic_mio_trait_fabric_skin
JAP_mio_trait_unified_research_and_development,JAP_aichi_organization,organization,add_trait,JAP_mio_trait_unified_research_and_development,GFX_generic_mio_department_icon_facilities,yes,,,generic_mio_trait_extra_cargo_doors
JAP_mio_trait_special_government_contracts_nakajima_trait,JAP_nakajima_organization,organization,add_trait,JAP_mio_trait_special_government_contracts_nakajima_trait,GFX_generic_mio_trait_icon_efficiency_cap,yes,,,generic_mio_trait_extended_rear_fuselage
JAP_mio_trait_zaibatsu_production_capabilities_trait,JAP_nakajima_organization,organization,add_trait,JAP_mio_trait_zaibatsu_production_capabilities_trait,GFX_generic_mio_trait_icon_efficiency_gain,yes,,,generic_mio_trait_extended_rear_fuselage
JAP_mio_trait_unified_research_and_development,JAP_nakajima_organization,organization,add_trait,JAP_mio_trait_unified_research_and_development,GFX_generic_mio_department_icon_facilities,yes,1,0,generic_mio_trait_extended_rear_fuselage
JAP_mio_trait_type_91_aerial_torpedo_integration,JAP_yokosuka_organization,organization,add_trait,JAP_mio_trait_type_91_aerial_torpedo_integration,GFX_generic_mio_trait_icon_air_ground_attack,yes,2,1,generic_mio_trait_navigation_equipment
JAP_mio_trait_naval_arsenal_trait,JAP_yokosuka_organization,organization,add_trait,JAP_mio_trait_naval_arsenal_trait,GFX_generic_mio_trait_icon_production_capacity,yes,4,0,generic_mio_trait_navigation_equipment
JAP_mio_trait_unified_research_and_development,JAP_yokosuka_organization,organization,add_trait,JAP_mio_trait_unified_research_and_development,GFX_generic_mio_department_icon_facilities,yes,5,0,generic_mio_trait_navigation_equipment
JAP_mio_trait_unified_research_and_development,JAP_kawanishi_aircraft_company_organization,organization,add_trait,JAP_mio_trait_unified_research_and_development,GFX_generic_mio_department_icon_facilities,yes,3,0,generic_mio_trait_escort_designs
JAP_mio_trait_zaibatsu_production_capabilities_trait,JAP_kawasaki_aircraft_industries_organization,organization,add_trait,JAP_mio_trait_zaibatsu_production_capabilities_trait,GFX_generic_mio_trait_icon_efficiency_gain,yes,,,generic_mio_trait_skip_bombing
JAP_mio_trait_unified_research_and_development,JAP_kawasaki_aircraft_industries_organization,organization,add_trait,JAP_mio_trait_unified_research_and_development,GFX_generic_mio_department_icon_facilities,yes,1,0,generic_mio_trait_skip_bombing
JAP_mio_trait_unified_research_and_development,JAP_tachikawa_aircraft_company_organization,organization,add_trait,JAP_mio_trait_unified_research_and_development,GFX_generic_mio_department_icon_facilities,yes,2,0,generic_mio_heat_bombs
JAP_mio_trait_military_arsenal_trait,JAP_kokura_arsenal_organization,organization,add_trait,JAP_mio_trait_military_arsenal_trait,GFX_generic_mio_trait_icon_production_capacity,yes,1,0,generic_mio_trait_heavy_anti_armor_ammunition
PHI_mio_trait_rugged_construction,JAP_kokura_arsenal_organization,organization,add_trait,PHI_mio_trait_rugged_construction,GFX_generic_mio_trait_icon_reliability,yes,0,0,
PHI_mio_trait_use_local_materials,JAP_kokura_arsenal_organization,organization,add_trait,PHI_mio_trait_use_local_materials,GFX_generic_mio_department_icon_facilities,yes,0,1,
JAP_mio_trait_military_arsenal_trait,JAP_osaka_army_arsenal_artillery_organization,organization,add_trait,JAP_mio_trait_military_arsenal_trait,GFX_generic_mio_trait_icon_production_capacity,yes,1,0,generic_mio_trait_big_guns
JAP_mio_trait_special_government_contracts_nissan_trait,JAP_nissan_organization,organization,add_trait,JAP_mio_trait_special_government_contracts_nissan_trait,GFX_generic_mio_trait_icon_efficiency_cap,yes,1,2,generic_mio_trait_closed_chassi
JAP_mio_trait_zaibatsu_production_capabilities_trait,JAP_nissan_organization,organization,add_trait,JAP_mio_trait_zaibatsu_production_capabilities_trait,GFX_generic_mio_trait_icon_efficiency_gain,yes,1,1,generic_mio_trait_closed_chassi
JAP_mio_trait_cooperation_with_kurogane,JAP_nissan_organization,organization,add_trait,JAP_mio_trait_cooperation_with_kurogane,GFX_generic_mio_department_icon_facilities,yes,1,0,generic_mio_trait_closed_chassi
PHI_mio_trait_ethanol_fuel_adaptations,JAP_nissan_organization,organization,add_trait,PHI_mio_trait_ethanol_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,9,0,
PHI_mio_trait_coconut_fuel_adaptations,JAP_nissan_organization,organization,add_trait,PHI_mio_trait_coconut_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,0,1,PHI_mio_trait_ethanol_fuel_adaptations
PHI_mio_trait_ethanol_fuel_adaptations,JAP_tokyo_automobile_industries_organization,organization,add_trait,PHI_mio_trait_ethanol_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,9,0,
PHI_mio_trait_coconut_fuel_adaptations,JAP_tokyo_automobile_industries_organization,organization,add_trait,PHI_mio_trait_coconut_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,0,1,PHI_mio_trait_ethanol_fuel_adaptations
PHI_mio_trait_ad_hoc_armor_reinforcement,JAP_tokyo_automobile_industries_organization,organization,add_trait,PHI_mio_trait_ad_hoc_armor_reinforcement,GFX_generic_mio_department_icon_tank_general_armor,yes,0,1,generic_mio_trait_command_upgrades
PHI_mio_trait_widened_tires,JAP_tokyo_automobile_industries_organization,organization,add_trait,PHI_mio_trait_widened_tires,GFX_generic_mio_trait_icon_maximum_speed,yes,0,1,generic_mio_trait_reinforced_wheels
JAP_mio_trait_military_arsenal_trait,JAP_nagoya_arsenal_organization,organization,add_trait,JAP_mio_trait_military_arsenal_trait,GFX_generic_mio_trait_icon_production_capacity,yes,1,0,generic_mio_trait_anti_tank_rifle
JAP_mio_trait_foreign_research_and_development_cooperation,JAP_hitachi_arms_department_organization,organization,add_trait,JAP_mio_trait_foreign_research_and_development_cooperation,GFX_generic_mio_department_icon_facilities,yes,2,0,generic_mio_trait_heavy_assault_gun_improvements
custom_1,my_custom_mio,template,trait,,,,0,0,
custom_2,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,4,0,
custom_3,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,8,0,
custom_4,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,7,1,
custom_5,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,9,1,
custom_6,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,0,2,
custom_7,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,4,2,
custom_8,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,8,2,
custom_9,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,2,3,
custom_10,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,6,3,
custom_11,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,0,4,
custom_12,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,4,4,
custom_13,my_custom_mio,template,trait,,GFX_industrial_org_trait_placeholder,,8,4,
custom_14,my_mio_with_include,organization,add_trait,,GFX_industrial_org_trait_placeholder,,2,1,
custom_1,my_mio_with_include,organization,override_trait,,GFX_industrial_org_trait_placeholder,,,,
custom_13,my_mio_with_include,organization,override_trait,,,,,,custom_8
custom_1,my_capital_ship_mio,template,trait,,GFX_industrial_org_trait_placeholder,,0,0,
set_capacity_to_0,my_task_decrease_mio,template,trait,,GFX_industrial_org_trait_placeholder,,0,0,
set_capacity_to_1,my_task_decrease_mio,template,trait,,GFX_industrial_org_trait_placeholder,,1,0,
generic_mio_trait_submarine_hunters,NOR_akers_mekaniske_verksted_organization,organization,trait,,,,,,
generic_mio_trait_high_speed_mine_hunting_equipment,NOR_akers_mekaniske_verksted_organization,organization,trait,,,,,,
generic_mio_trait_advanced_hydrodynamic_design,NOR_akers_mekaniske_verksted_organization,organization,trait,,,,,,
generic_mio_trait_fleet_escorts,NOR_akers_mekaniske_verksted_organization,organization,trait,,,,,,
generic_mio_trait_anti_air_ships,NOR_akers_mekaniske_verksted_organization,organization,trait,,,,,,
generic_mio_trait_escort_in_force,NOR_akers_mekaniske_verksted_organization,organization,trait,,,,,,
generic_mio_trait_anti_air_layout,NOR_akers_mekaniske_verksted_organization,organization,trait,,,,,,
generic_mio_trait_gyro_stabilized_mounts,NOR_akers_mekaniske_verksted_organization,organization,trait,,,,,,
generic_mio_trait_improved_anti_air_gun_mounting,NOR_akers_mekaniske_verksted_organization,organization,trait,,,,,,
generic_mio_trait_mass_production,NOR_akers_mekaniske_verksted_organization,organization,trait,,,,,,
generic_mio_trait_improved_light_gun_mounting,NOR_akers_mekaniske_verksted_organization,organization,trait,,,,,,
NOR_mio_trait_convoy_production,NOR_akers_mekaniske_verksted_organization,organization,trait,NOR_shipping_capitalist,GFX_generic_mio_trait_icon_supply_consumption,,0,0,
NOR_mio_trait_forsvarets_forskningsinstitutt,NOR_karljohansvern_verft_organization,organization,trait,NOR_mio_trait_forsvarets_forskningsinstitutt,GFX_generic_mio_department_icon_facilities,,9,0,
NOR_mio_trait_trondhjems_mekaniske_vaerksted,NOR_karljohansvern_verft_organization,organization,trait,NOR_mio_trait_trondhjems_mekaniske_vaerksted,GFX_generic_mio_department_icon_ship_general_production,,3,0,
NOR_mio_trait_cruiser_specialization,NOR_karljohansvern_verft_organization,organization,trait,NOR_mio_trait_cruiser_specialization,GFX_generic_mio_department_icon_ship_screen_ship_offense,,3,1,
DEN_mio_trait_standardized_production_flyvertroppernes,NOR_marinens_flyvebaatfabrikk_organization,organization,add_trait,generic_mio_initial_trait_standardized_production,GFX_generic_mio_department_icon_plane_general_line_efficiency,yes,9,0,
SWE_bofors_fly_swatter,NOR_raufoss_ammunisjonsfabrikker_organization,organization,trait,SWE_bofors_fly_swatter,GFX_generic_mio_department_icon_anti_air,,1,0,generic_mio_trait_improved_hydraulic_recoil_system
generic_mio_trait_submarine_hunters,PHI_compania_maritima_de_cebu_organization,organization,trait,,,,,,
generic_mio_trait_high_speed_mine_hunting_equipment,PHI_compania_maritima_de_cebu_organization,organization,trait,,,,,,
generic_mio_trait_advanced_hydrodynamic_design,PHI_compania_maritima_de_cebu_organization,organization,trait,,,,,,
generic_mio_trait_fleet_escorts,PHI_compania_maritima_de_cebu_organization,organization,trait,,,,,,
generic_mio_trait_anti_air_ships,PHI_compania_maritima_de_cebu_organization,organization,trait,,,,,,
generic_mio_trait_escort_in_force,PHI_compania_maritima_de_cebu_organization,organization,trait,,,,,,
generic_mio_trait_anti_air_layout,PHI_compania_maritima_de_cebu_organization,organization,trait,,,,,,
generic_mio_trait_gyro_stabilized_mounts,PHI_compania_maritima_de_cebu_organization,organization,trait,,,,,,
generic_mio_trait_improved_anti_air_gun_mounting,PHI_compania_maritima_de_cebu_organization,organization,trait,,,,,,
generic_mio_trait_mass_production,PHI_compania_maritima_de_cebu_organization,organization,trait,,,,,,
generic_mio_trait_improved_light_gun_mounting,PHI_compania_maritima_de_cebu_organization,organization,trait,,,,,,
PHI_mio_trait_civilian_smugglers,PHI_compania_maritima_de_cebu_organization,organization,add_trait,PHI_mio_trait_civilian_smugglers,GFX_generic_mio_trait_icon_supply_consumption,,0,0,
PHI_mio_trait_ethanol_fuel_adaptations,PHI_compania_maritima_de_cebu_organization,organization,add_trait,PHI_mio_trait_ethanol_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,9,0,
PHI_mio_trait_coconut_fuel_adaptations,PHI_compania_maritima_de_cebu_organization,organization,add_trait,PHI_mio_trait_coconut_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,0,1,PHI_mio_trait_ethanol_fuel_adaptations
PHI_mio_trait_coastal_specialization,PHI_compania_maritima_de_cebu_organization,organization,add_trait,PHI_mio_trait_coastal_specialization,GFX_generic_mio_trait_icon_surface_detection,yes,8,0,
PHI_mio_trait_employ_civilian_cargo,PHI_compania_maritima_de_cebu_organization,organization,add_trait,PHI_mio_trait_employ_civilian_cargo,GFX_generic_mio_trait_icon_supply_consumption,,0,1,PHI_mio_trait_coastal_specialization
PHI_mio_trait_ethanol_fuel_adaptations,PHI_cavite_naval_base_organization,organization,add_trait,PHI_mio_trait_ethanol_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,9,0,
PHI_mio_trait_coconut_fuel_adaptations,PHI_cavite_naval_base_organization,organization,add_trait,PHI_mio_trait_coconut_fuel_adaptations,GFX_generic_mio_trait_icon_fuel_consumption,yes,0,1,PHI_mio_trait_ethanol_fuel_adaptations
PHI_mio_trait_coastal_specialization,PHI_cavite_naval_base_organization,organization,add_trait,PHI_mio_trait_coastal_specialization,GFX_generic_mio_trait_icon_surface_detection,yes,8,0,
POL_mio_trait_cruiser_tanks,POL_pzinz_organization,organization,add_trait,POL_mio_trait_cruiser_tanks,GFX_generic_mio_department_icon_tank_general_engine,yes,1,1,generic_mio_trait_interleaved_track_wheels
PRC_factory_617_early_mbt_trait,PRC_factory_617_organization,organization,add_trait,PRC_factory_617_early_mbt_trait,GFX_my_custom_mio_custom_1,yes,0,1,generic_mio_trait_crew_survival_layout
PRC_first_tractor_company_peoples_tank_trait,PRC_first_tractor_company_organization,organization,add_trait,PRC_first_tractor_company_peoples_tank_trait,GFX_generic_mio_department_icon_tank_light_tank_quality,yes,,,generic_mio_trait_improved_tracks
PRC_shipbuilding_industry_bureau_nascant_shipbuilding_trait,PRC_shipbuilding_industry_bureau_organization,organization,add_trait,PRC_shipbuilding_industry_bureau_nascant_shipbuilding_trait,GFX_generic_mio_department_icon_facilities,yes,3,0,generic_mio_trait_fleet_escorts
PRC_shipbuilding_industry_bureau_office_of_the_science_technology_committee_trait,PRC_shipbuilding_industry_bureau_organization,organization,add_trait,PRC_shipbuilding_industry_bureau_office_of_the_science_technology_committee_trait,GFX_generic_mio_trait_icon_naval_range,yes,0,3,PRC_shipbuilding_industry_bureau_nascant_shipbuilding_trait
PRC_dalian_shipbuilding_company_carrier_learners,PRC_dalian_shipbuilding_company_organization,organization,add_trait,PRC_dalian_shipbuilding_company_carrier_learners,GFX_generic_mio_department_icon_ship_carrier_conversion,yes,1,0,generic_mio_trait_primary_fire_director_control
PRC_dalian_shipbuilding_company_domestic_carriers_trait,PRC_dalian_shipbuilding_company_organization,organization,add_trait,PRC_dalian_shipbuilding_company_domestic_carriers_trait,GFX_generic_mio_department_icon_ship_carrier_production,yes,0,1,PRC_dalian_shipbuilding_company_carrier_learners
PRC_dalian_shipbuilding_company_mass_production_carriers_trait,PRC_dalian_shipbuilding_company_organization,organization,add_trait,PRC_dalian_shipbuilding_company_mass_production_carriers_trait,GFX_generic_mio_department_icon_ship_carrier_engine,yes,0,1,PRC_dalian_shipbuilding_company_domestic_carriers_trait
PRC_peoples_aviation_company_of_china_transport_planes_trait,PRC_peoples_aviation_company_of_china_organization,organization,add_trait,PRC_peoples_aviation_company_of_china_transport_planes_trait,GFX_mio_cat_eq_all_large_plane,yes,5,1,generic_mio_trait_conservative_designs
PRC_peoples_aviation_company_of_china_power_of_monopoly_trait,PRC_peoples_aviation_company_of_china_organization,organization,add_trait,PRC_peoples_aviation_company_of_china_power_of_monopoly_trait,GFX_generic_mio_trait_icon_efficiency_gain,yes,0,2,PRC_peoples_aviation_company_of_china_transport_planes_trait
PRC_shenyang_aircraft_corporation_factory_112_trait,PRC_shenyang_aircraft_corporation_organization_non_bba,organization,add_trait,PRC_shenyang_aircraft_corporation_factory_112_trait,GFX_generic_mio_department_icon_facilities,yes,1,2,generic_mio_trait_fabric_skin
PRC_shenyang_aircraft_corporation_domestic_jet_manufacturer_trait,PRC_shenyang_aircraft_corporation_organization_non_bba,organization,add_trait,PRC_shenyang_aircraft_corporation_domestic_jet_manufacturer_trait,GFX_military_industrial_organization_jet_fighter_equipment,yes,1,4,generic_mio_trait_fabric_skin
PRC_shenyang_aircraft_corporation_factory_112_trait,PRC_shenyang_aircraft_corporation_organization,organization,add_trait,PRC_shenyang_aircraft_corporation_factory_112_trait,GFX_generic_mio_department_icon_facilities,yes,1,2,generic_mio_trait_fabric_skin
PRC_shenyang_aircraft_corporation_domestic_jet_manufacturer_trait,PRC_shenyang_aircraft_corporation_organization,organization,add_trait,PRC_shenyang_aircraft_corporation_domestic_jet_manufacturer_trait,GFX_military_industrial_organization_jet_fighter_equipment,yes,1,4,generic_mio_trait_fabric_skin
PRC_harbin_aircraft_industry_group_harbin_aircraft_manufacturing_plant_trait,PRC_harbin_aircraft_industry_group_organization,organization,add_trait,PRC_harbin_aircraft_industry_group_harbin_aircraft_manufacturing_plant_trait,GFX_generic_mio_department_icon_helicopter,yes,,,generic_mio_trait_armored_cockpit
PRC_harbin_aircraft_industry_group_factory_122_trait,PRC_harbin_aircraft_industry_group_organization,organization,add_trait,PRC_harbin_aircraft_industry_group_factory_122_trait,GFX_generic_mio_department_icon_plane_general_conversion,yes,2,1,generic_mio_trait_escort_designs
PRC_harbin_aircraft_industry_group_factory_122_trait,PRC_harbin_aircraft_industry_group_organization_non_gtd,organization,add_trait,PRC_harbin_aircraft_industry_group_factory_122_trait,GFX_generic_mio_department_icon_plane_general_conversion,yes,2,1,generic_mio_trait_escort_designs
PRC_ordenance_bureau_central_planning_trait,PRC_ordenance_bureau_organization,organization,add_trait,PRC_ordenance_bureau_central_planning_trait,GFX_generic_mio_trait_icon_build_cost_ic,yes,0,2,generic_mio_trait_sliding_breech_block
PRC_huangyadong_arsenal_cave_industry_trait,PRC_huangyadong_arsenal_organization,organization,add_trait,PRC_huangyadong_arsenal_cave_industry_trait,GFX_generic_mio_department_icon_tank_general_spg,yes,,,generic_mio_trait_private_scientists_program
PRC_huangyadong_arsenal_jewell_in_the_crown_trait,PRC_huangyadong_arsenal_organization,organization,add_trait,PRC_huangyadong_arsenal_jewell_in_the_crown_trait,GFX_generic_mio_trait_icon_unique,yes,0,1,PRC_huangyadong_arsenal_cave_industry_trait
PRC_cmc_military_industry_bureau_center_of_the_red_arsenal_trait,PRC_cmc_military_industry_bureau_organization,organization,add_trait,PRC_cmc_military_industry_bureau_center_of_the_red_arsenal_trait,GFX_generic_mio_department_icon_infantry_offense,yes,2,0,generic_mio_trait_drum_pattern_sights
PRC_first_automative_works_soviet_advisors_trait,PRC_first_automative_works_organization,organization,add_trait,PRC_first_automative_works_soviet_advisors_trait,GFX_generic_mio_trait_icon_surface_detection,yes,1,0,generic_mio_trait_closed_chassi
PRC_first_automative_works_soviet_advisors_trait,PRC_first_automative_works_organization_non_lar,organization,add_trait,PRC_first_automative_works_soviet_advisors_trait,GFX_generic_mio_trait_icon_surface_detection,yes,1,0,generic_mio_trait_closed_chassi
ENG_mio_trait_seaplane_origins,RAJ_supermarine_organization,organization,add_trait,ENG_mio_trait_seaplane_origins,GFX_generic_mio_trait_icon_detection,yes,2,0,generic_mio_trait_minimum_weapon_requirements
ENG_mio_trait_elliptical_wings,RAJ_supermarine_organization,organization,add_trait,ENG_mio_trait_elliptical_wings,GFX_generic_mio_trait_icon_defense,yes,0,1,generic_mio_trait_cantilever_wing_structure
ENG_mio_trait_supercharger,RAJ_supermarine_organization,organization,add_trait,ENG_mio_trait_supercharger,GFX_generic_mio_trait_icon_defense,yes,1,1,generic_mio_trait_fuel_injection_engines
generic_mio_trait_fuel_injection_engines,RAJ_supermarine_organization,organization,override_trait,,,,0,2,generic_mio_trait_bigger_engines
generic_mio_trait_high_octane_fuels,RAJ_supermarine_organization,organization,override_trait,,,,1,1,generic_mio_trait_bigger_engines
generic_mio_trait_subsidiary_suppliers,RAJ_supermarine_organization,organization,override_trait,,,,0,2,generic_mio_trait_fuel_injection_engines
RAJ_mio_trait_gun_and_shell_facatory_cassiopore,RAJ_ammunition_factory_khadki_organization,organization,trait,RAJ_gun_and_shell_factory_cossipore,GFX_generic_mio_trait_icon_efficiency_gain,,,,generic_mio_trait_drum_pattern_sights
RAJ_mio_trait_ordnance_factory_khamaria_jabalpur,RAJ_ammunition_factory_khadki_organization,organization,trait,RAJ_ordnance_factory_khamaria_jabalpur,GFX_generic_mio_trait_icon_soft_attack,,0,1,RAJ_mio_trait_gun_and_shell_facatory_cassiopore
RAJ_mio_trait_rifle_factory_ishapore,RAJ_ammunition_factory_khadki_organization,organization,trait,RAJ_rifle_factory_ishapore_west_bengal,GFX_generic_mio_department_icon_infantry_quality,,0,1,RAJ_mio_trait_ordnance_factory_khamaria_jabalpur
RAJ_mio_trait_ordnance_factory_kanpur_uttar_pradesh_inf,RAJ_ammunition_factory_khadki_organization,organization,trait,RAJ_ordnance_factory_kanpur_uttar_pradesh,GFX_generic_mio_department_icon_facilities,,1,0,generic_mio_trait_drum_pattern_sights
RAJ_mio_trait_cordite_factory_aruvankadu_tamil_nadu,RAJ_ordnance_factory_kanpur_organization,organization,trait,RAJ_cordite_factory_aruvankadu_tamil_nadu,GFX_generic_mio_department_icon_artillery,,1,1,generic_mio_trait_big_guns
RAJ_mio_trait_ordnance_factory_kanpur_uttar_pradesh_art,RAJ_ordnance_factory_kanpur_organization,organization,trait,RAJ_mio_trait_ordnance_factory_kanpur_uttar_pradesh_art,GFX_generic_mio_department_icon_facilities,,,,generic_mio_trait_big_guns
RAJ_mio_trait_apc_research_effort,RAJ_ordnance_factory_medak_organization,organization,trait,RAJ_mio_trait_apc_research_effort,GFX_generic_mio_department_icon_facilities,,1,0,generic_mio_trait_closed_chassi
RAJ_mio_trait_chariot_of_victory,RAJ_ordnance_factory_medak_organization,organization,trait,RAJ_mio_trait_chariot_of_victory,GFX_generic_mio_department_icon_mechanized_hull,,0,1,RAJ_mio_trait_apc_research_effort
generic_mio_trait_heavily_armed_aircraft,ROM_iar_organization,organization,add_trait,generic_mio_trait_heavily_armed_aircraft,GFX_generic_mio_department_icon_plane_fighter_combat,,2,0,generic_mio_trait_advanced_aerodynamics
SOV_mio_trait_merge_plant_no_174,SOV_morozov_design_bureau_organization,organization,add_trait,SOV_merge_tank_plant,GFX_generic_mio_trait_icon_maximum_speed,yes,,,
